,Sentences,Corresponding_words,Unnamed: 0
7240,"But the door was locked?"" These exclamations burst from us disjointedly.","['But', 'the', 'door', 'was', 'locked', '?', '""', 'These', 'exclamations', 'burst', 'from', 'us', 'disjointedly', '.']",7240.0
10217,The only instance of a new unit being added was when a new family is created.,"['The', 'only', 'instance', 'of', 'a', 'new', 'unit', 'being', 'added', 'was', 'when', 'a', 'new', 'family', 'is', 'created', '.']",10217.0
4876,when there was the ball that was sort of hit to Buckner to Buckner,"['when', 'there', 'was', 'the', 'ball', 'that', 'was', 'sort', 'of', 'hit', 'to', 'Buckner', 'to', 'Buckner']",4876.0
6542,Each one planting itself in the sides of Stark's neck.,"['Each', 'one', 'planting', 'itself', 'in', 'the', 'sides', 'of', 'Stark', ""'s"", 'neck', '.']",6542.0
18232,"General Motors, for instance, lost $460 million to strikes in 1997, but investors treated the costs as a kind of extraordinary charge and valued the company as if the losses had never happened.","['General', 'Motors', ',', 'for', 'instance', ',', 'lost', '$', '460', 'million', 'to', 'strikes', 'in', '1997', ',', 'but', 'investors', 'treated', 'the', 'costs', 'as', 'a', 'kind', 'of', 'extraordinary', 'charge', 'and', 'valued', 'the', 'company', 'as', 'if', 'the', 'losses', 'had', 'never', 'happened', '.']",18232.0
2868,The air is warm.,"['The', 'air', 'is', 'warm', '.']",2868.0
12879,The chateau is certainly the least formidable in all of the Loire Valley.,"['The', 'chateau', 'is', 'certainly', 'the', 'least', 'formidable', 'in', 'all', 'of', 'the', 'Loire', 'Valley', '.']",12879.0
4043,The Morant Point Lighthouse was built in the 19th Century.,"['The', 'Morant', 'Point', 'Lighthouse', 'was', 'built', 'in', 'the', '19th', 'Century', '.']",4043.0
3231,Steep GDP decline in recent years has been contributed to increased investment.,"['Steep', 'GDP', 'decline', 'in', 'recent', 'years', 'has', 'been', 'contributed', 'to', 'increased', 'investment', '.']",3231.0
6732,How to Watch Washington Week in Review : Back to front.,"['How', 'to', 'Watch', 'Washington', 'Week', 'in', 'Review', ':', 'Back', 'to', 'front', '.']",6732.0
1637,"A profile crowns Chris Rock the Funniest Man in America, but many disagree.","['A', 'profile', 'crowns', 'Chris', 'Rock', 'the', 'Funniest', 'Man', 'in', 'America', ',', 'but', 'many', 'disagree', '.']",1637.0
4824,"For this report, we provide an overview of the major theories about why people save and describe various factors associated with the decline in personal saving.","['For', 'this', 'report', ',', 'we', 'provide', 'an', 'overview', 'of', 'the', 'major', 'theories', 'about', 'why', 'people', 'save', 'and', 'describe', 'various', 'factors', 'associated', 'with', 'the', 'decline', 'in', 'personal', 'saving', '.']",4824.0
1677,Tommy's appetite was huge.,"['Tommy', ""'s"", 'appetite', 'was', 'huge', '.']",1677.0
11732,I was pulled into the bar.,"['I', 'was', 'pulled', 'into', 'the', 'bar', '.']",11732.0
15996,uh-huh well it's good that she does that i mean bring it to people's attention,"['uh', '-', 'huh', 'well', 'it', ""'s"", 'good', 'that', 'she', 'does', 'that', 'i', 'mean', 'bring', 'it', 'to', 'people', ""'s"", 'attention']",15996.0
16046,"For the beginner ' and for most others, too ' Beaune is the place to buy.","['For', 'the', 'beginner', ""'"", 'and', 'for', 'most', 'others', ',', 'too', ""'"", 'Beaune', 'is', 'the', 'place', 'to', 'buy', '.']",16046.0
9158,"They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.","['They', 'found', 'plenty', 'of', 'water', 'pouring', 'down', 'from', 'the', 'mountains', ',', 'and', 'more', 'timber', 'than', 'anyone', 'knew', 'what', 'to', 'do', 'with', '.']",9158.0
7301,Gauve asked his uncle if he trusted him.,"['Gauve', 'asked', 'his', 'uncle', 'if', 'he', 'trusted', 'him', '.']",7301.0
3459,The man probably heard the spatter of his urine or the change in his breathing patterns.,"['The', 'man', 'probably', 'heard', 'the', 'spatter', 'of', 'his', 'urine', 'or', 'the', 'change', 'in', 'his', 'breathing', 'patterns', '.']",3459.0
924,"I don't know all the answers, fella.","['I', 'do', ""n't"", 'know', 'all', 'the', 'answers', ',', 'fella', '.']",924.0
265,Tuppence was triumphant.,"['Tuppence', 'was', 'triumphant', '.']",265.0
3457,I had to move back to Nebraska just to survive.,"['I', 'had', 'to', 'move', 'back', 'to', 'Nebraska', 'just', 'to', 'survive', '.']",3457.0
8136,Saint-Paul-de-Vence,"['Saint', '-', 'Paul', '-', 'de', '-', 'Vence']",8136.0
5815,Japan was anxious over suing for peace because of Allied demands.,"['Japan', 'was', 'anxious', 'over', 'suing', 'for', 'peace', 'because', 'of', 'Allied', 'demands', '.']",5815.0
8779,Someone else needs to do it.,"['Someone', 'else', 'needs', 'to', 'do', 'it', '.']",8779.0
7642,"The formal splendor of the grounds testify to the 18th-century desire to tame nature, but it is done with such superlative results that one can only be thankful that the work was undertaken.","['The', 'formal', 'splendor', 'of', 'the', 'grounds', 'testify', 'to', 'the', '18th', '-', 'century', 'desire', 'to', 'tame', 'nature', ',', 'but', 'it', 'is', 'done', 'with', 'such', 'superlative', 'results', 'that', 'one', 'can', 'only', 'be', 'thankful', 'that', 'the', 'work', 'was', 'undertaken', '.']",7642.0
10234,"Should we invite these young wealthies back to our comparatively humble, small home?","['Should', 'we', 'invite', 'these', 'young', 'wealthies', 'back', 'to', 'our', 'comparatively', 'humble', ',', 'small', 'home', '?']",10234.0
12809,yeah lots of people for the right life,"['yeah', 'lots', 'of', 'people', 'for', 'the', 'right', 'life']",12809.0
19183,"There was no shortage of complexity to the issue at hand, but it wasn't one that couldn't be solved by one well-thought out track.","['There', 'was', 'no', 'shortage', 'of', 'complexity', 'to', 'the', 'issue', 'at', 'hand', ',', 'but', 'it', 'was', ""n't"", 'one', 'that', 'could', ""n't"", 'be', 'solved', 'by', 'one', 'well', '-', 'thought', 'out', 'track', '.']",19183.0
10759,The Punta Arab market does not have a jewelry section.,"['The', 'Punta', 'Arab', 'market', 'does', 'not', 'have', 'a', 'jewelry', 'section', '.']",10759.0
7056,Programs that do this typically have successful cost and schedule outcomes.,"['Programs', 'that', 'do', 'this', 'typically', 'have', 'successful', 'cost', 'and', 'schedule', 'outcomes', '.']",7056.0
12227,Natural approaches are key,"['Natural', 'approaches', 'are', 'key']",12227.0
403,Manchester was not the place that Sir James had intended to go.,"['Manchester', 'was', 'not', 'the', 'place', 'that', 'Sir', 'James', 'had', 'intended', 'to', 'go', '.']",403.0
2732,"This was the site of the Bateau-Lavoir studio, an unprepossessing glass-roofed loft reconstructed since a 1970 fire.","['This', 'was', 'the', 'site', 'of', 'the', 'Bateau', '-', 'Lavoir', 'studio', ',', 'an', 'unprepossessing', 'glass', '-', 'roofed', 'loft', 'reconstructed', 'since', 'a', '1970', 'fire', '.']",2732.0
13954,"Most large hotels will have a floorshow featuring music and dance, including a voluptuous belly-dancer, who will introduce the audience to the art of gyrating Egyptian style.","['Most', 'large', 'hotels', 'will', 'have', 'a', 'floorshow', 'featuring', 'music', 'and', 'dance', ',', 'including', 'a', 'voluptuous', 'belly', '-', 'dancer', ',', 'who', 'will', 'introduce', 'the', 'audience', 'to', 'the', 'art', 'of', 'gyrating', 'Egyptian', 'style', '.']",13954.0
2180,"No, John, I said, ""it isn't one of us.","['No', ',', 'John', ',', 'I', 'said', ',', '""', 'it', 'is', ""n't"", 'one', 'of', 'us', '.']",2180.0
10406,they don't call them immigrants anymore that was back during my granddaddy's day,"['they', 'do', ""n't"", 'call', 'them', 'immigrants', 'anymore', 'that', 'was', 'back', 'during', 'my', 'granddaddy', ""'s"", 'day']",10406.0
9798,"But they also don't seem to mind when the tranquillity of a Zen temple rock garden is shattered by recorded announcements blaring from loudspeakers parroting the information already contained in the leaflets provided at the ticket office; when heavy-metal pop music loudly emanates from the radio of the middle-aged owner of a corner grocery store; and when parks, gardens, and hallowed temples are ringed by garish souvenir shops whose shelves display both the tastefully understated and the hideously kitsch.","['But', 'they', 'also', 'do', ""n't"", 'seem', 'to', 'mind', 'when', 'the', 'tranquillity', 'of', 'a', 'Zen', 'temple', 'rock', 'garden', 'is', 'shattered', 'by', 'recorded', 'announcements', 'blaring', 'from', 'loudspeakers', 'parroting', 'the', 'information', 'already', 'contained', 'in', 'the', 'leaflets', 'provided', 'at', 'the', 'ticket', 'office', ';', 'when', 'heavy', '-', 'metal', 'pop', 'music', 'loudly', 'emanates', 'from', 'the', 'radio', 'of', 'the', 'middle', '-', 'aged', 'owner', 'of', 'a', 'corner', 'grocery', 'store', ';', 'and', 'when', 'parks', ',', 'gardens', ',', 'and', 'hallowed', 'temples', 'are', 'ringed', 'by', 'garish', 'souvenir', 'shops', 'whose', 'shelves', 'display', 'both', 'the', 'tastefully', 'understated', 'and', 'the', 'hideously', 'kitsch', '.']",9798.0
15469,You could clearly see the irritation in Lincoln's eyes.,"['You', 'could', 'clearly', 'see', 'the', 'irritation', 'in', 'Lincoln', ""'s"", 'eyes', '.']",15469.0
14911,They are a vegetarian meal that was cooked in a microwave.,"['They', 'are', 'a', 'vegetarian', 'meal', 'that', 'was', 'cooked', 'in', 'a', 'microwave', '.']",14911.0
5614,and uh my daughter gets irate when i when i do that because you know she's a teenager,"['and', 'uh', 'my', 'daughter', 'gets', 'irate', 'when', 'i', 'when', 'i', 'do', 'that', 'because', 'you', 'know', 'she', ""'s"", 'a', 'teenager']",5614.0
2092,"What about the hole?"" They scanned the cliff-side narrowly.","['What', 'about', 'the', 'hole', '?', '""', 'They', 'scanned', 'the', 'cliff', '-', 'side', 'narrowly', '.']",2092.0
2582,You wonder whether he could win a general election coming out of the right lane of the Democratic Party.,"['You', 'wonder', 'whether', 'he', 'could', 'win', 'a', 'general', 'election', 'coming', 'out', 'of', 'the', 'right', 'lane', 'of', 'the', 'Democratic', 'Party', '.']",2582.0
13205,The evening news is the same time my favorite show comes on.,"['The', 'evening', 'news', 'is', 'the', 'same', 'time', 'my', 'favorite', 'show', 'comes', 'on', '.']",13205.0
11359,Net cost for college programs can be calculated as a way to increase productivity.,"['Net', 'cost', 'for', 'college', 'programs', 'can', 'be', 'calculated', 'as', 'a', 'way', 'to', 'increase', 'productivity', '.']",11359.0
4370,"( sums up the millennium coverage from around the globe, and  examines whether the Y2K preparations were a waste.)","['(', 'sums', 'up', 'the', 'millennium', 'coverage', 'from', 'around', 'the', 'globe', ',', 'and', ' ', 'examines', 'whether', 'the', 'Y2', 'K', 'preparations', 'were', 'a', 'waste', '.', ')']",4370.0
5947,The GAO made no difference to the President's Council on Year 2000 and issued no reports at all.,"['The', 'GAO', 'made', 'no', 'difference', 'to', 'the', 'President', ""'s"", 'Council', 'on', 'Year', '2000', 'and', 'issued', 'no', 'reports', 'at', 'all', '.']",5947.0
11570,"Among the sights in Beziers are the ancient Eglise Saint Jacques and Eglise Sainte Madeleine, the 19th-century Halles (covered market), and the massive Cathedrale Saint-Nazaire, from which there is a good view over the river valley.","['Among', 'the', 'sights', 'in', 'Beziers', 'are', 'the', 'ancient', 'Eglise', 'Saint', 'Jacques', 'and', 'Eglise', 'Sainte', 'Madeleine', ',', 'the', '19th', '-', 'century', 'Halles', '(', 'covered', 'market', ')', ',', 'and', 'the', 'massive', 'Cathedrale', 'Saint', '-', 'Nazaire', ',', 'from', 'which', 'there', 'is', 'a', 'good', 'view', 'over', 'the', 'river', 'valley', '.']",11570.0
1562,The doctor accepted quite readily the theory that Mrs. Vandemeyer had accidentally taken an overdose of chloral.,"['The', 'doctor', 'accepted', 'quite', 'readily', 'the', 'theory', 'that', 'Mrs.', 'Vandemeyer', 'had', 'accidentally', 'taken', 'an', 'overdose', 'of', 'chloral', '.']",1562.0
14917,mine are most often in the windows,"['mine', 'are', 'most', 'often', 'in', 'the', 'windows']",14917.0
12404,"""You're not going to marry him, do you hear?"" he said dictatorially.","['""', 'You', ""'re"", 'not', 'going', 'to', 'marry', 'him', ',', 'do', 'you', 'hear', '?', '""', 'he', 'said', 'dictatorially', '.']",12404.0
19794,"In about a quarter of an hour the bell rang, and Tuppence repaired to the hall to show the visitor out.","['In', 'about', 'a', 'quarter', 'of', 'an', 'hour', 'the', 'bell', 'rang', ',', 'and', 'Tuppence', 'repaired', 'to', 'the', 'hall', 'to', 'show', 'the', 'visitor', 'out', '.']",19794.0
19798,"The Times says this tracking list is drawn up from information from bookstores, but publishers say they routinely call up the Times to tip them off to books selling with increasing momentum so that they can be added to the tracking list.","['The', 'Times', 'says', 'this', 'tracking', 'list', 'is', 'drawn', 'up', 'from', 'information', 'from', 'bookstores', ',', 'but', 'publishers', 'say', 'they', 'routinely', 'call', 'up', 'the', 'Times', 'to', 'tip', 'them', 'off', 'to', 'books', 'selling', 'with', 'increasing', 'momentum', 'so', 'that', 'they', 'can', 'be', 'added', 'to', 'the', 'tracking', 'list', '.']",19798.0
1921,"I entered the shack, bidden by her--the runes of warding would have surely sent me away otherwise.","['I', 'entered', 'the', 'shack', ',', 'bidden', 'by', 'her', '--', 'the', 'runes', 'of', 'warding', 'would', 'have', 'surely', 'sent', 'me', 'away', 'otherwise', '.']",1921.0
19576,"HCFA published a Notice of Proposed Rulemaking on March 28, 1997 (62 Fed.","['HCFA', 'published', 'a', 'Notice', 'of', 'Proposed', 'Rulemaking', 'on', 'March', '28', ',', '1997', '(', '62', 'Fed', '.']",19576.0
1012,"But he said he thought the Ledfords understood they could qualify only if he put down a stated income, typically an undocumented business income that raises the borrower's interest rate.","['But', 'he', 'said', 'he', 'thought', 'the', 'Ledfords', 'understood', 'they', 'could', 'qualify', 'only', 'if', 'he', 'put', 'down', 'a', 'stated', 'income', ',', 'typically', 'an', 'undocumented', 'business', 'income', 'that', 'raises', 'the', 'borrower', ""'s"", 'interest', 'rate', '.']",1012.0
399,The culture of Las Vegas has recently matured.,"['The', 'culture', 'of', 'Las', 'Vegas', 'has', 'recently', 'matured', '.']",399.0
9187,Has he held his position long?,"['Has', 'he', 'held', 'his', 'position', 'long', '?']",9187.0
8367,America has not played a large roll in the globalization movement compared to other world powers.,"['America', 'has', 'not', 'played', 'a', 'large', 'roll', 'in', 'the', 'globalization', 'movement', 'compared', 'to', 'other', 'world', 'powers', '.']",8367.0
17240,and clean up is is uh is a joy uh a little soap and water and air dry them and you don't have to worry about that,"['and', 'clean', 'up', 'is', 'is', 'uh', 'is', 'a', 'joy', 'uh', 'a', 'little', 'soap', 'and', 'water', 'and', 'air', 'dry', 'them', 'and', 'you', 'do', ""n't"", 'have', 'to', 'worry', 'about', 'that']",17240.0
4159,A new rule might suggest that we keep heart surgery patients in the hospital for as long as possible.,"['A', 'new', 'rule', 'might', 'suggest', 'that', 'we', 'keep', 'heart', 'surgery', 'patients', 'in', 'the', 'hospital', 'for', 'as', 'long', 'as', 'possible', '.']",4159.0
625,"Hello, Mary, have you gone anywhere recently, such as restaurants?","['Hello', ',', 'Mary', ',', 'have', 'you', 'gone', 'anywhere', 'recently', ',', 'such', 'as', 'restaurants', '?']",625.0
10519,The novelty comes at a large price.,"['The', 'novelty', 'comes', 'at', 'a', 'large', 'price', '.']",10519.0
15983,Dinners with the queen in the Royal Dining Room are much sought after invitations.,"['Dinners', 'with', 'the', 'queen', 'in', 'the', 'Royal', 'Dining', 'Room', 'are', 'much', 'sought', 'after', 'invitations', '.']",15983.0
3221,I will be assuming that the 6.0a cost of the Postal Service to take the mail from basic to workshared condition is constant.,"['I', 'will', 'be', 'assuming', 'that', 'the', '6.0a', 'cost', 'of', 'the', 'Postal', 'Service', 'to', 'take', 'the', 'mail', 'from', 'basic', 'to', 'workshared', 'condition', 'is', 'constant', '.']",3221.0
1799,"For three years, we had three Danes.","['For', 'three', 'years', ',', 'we', 'had', 'three', 'Danes', '.']",1799.0
7807,We don't have a church.,"['We', 'do', ""n't"", 'have', 'a', 'church', '.']",7807.0
13859,I am aware of the motor oil.,"['I', 'am', 'aware', 'of', 'the', 'motor', 'oil', '.']",13859.0
5287,Subsidiary or branching paths are laid out after the materials are searched for counterevidence.,"['Subsidiary', 'or', 'branching', 'paths', 'are', 'laid', 'out', 'after', 'the', 'materials', 'are', 'searched', 'for', 'counterevidence', '.']",5287.0
18062,Other Major Museums,"['Other', 'Major', 'Museums']",18062.0
2323,There are 5 differant meats in our sabbath foods.,"['There', 'are', '5', 'differant', 'meats', 'in', 'our', 'sabbath', 'foods', '.']",2323.0
19103,"I go and bowl all the time, there are never leagues in the way.","['I', 'go', 'and', 'bowl', 'all', 'the', 'time', ',', 'there', 'are', 'never', 'leagues', 'in', 'the', 'way', '.']",19103.0
10439,"It's the same paint formula, it's great!","['It', ""'s"", 'the', 'same', 'paint', 'formula', ',', 'it', ""'s"", 'great', '!']",10439.0
3739,He didn't have the answer to the question I posed.,"['He', 'did', ""n't"", 'have', 'the', 'answer', 'to', 'the', 'question', 'I', 'posed', '.']",3739.0
3652,"For the beginner ' and for most others, too ' Beaune is the place to buy.","['For', 'the', 'beginner', ""'"", 'and', 'for', 'most', 'others', ',', 'too', ""'"", 'Beaune', 'is', 'the', 'place', 'to', 'buy', '.']",3652.0
7671,They were loyal to their leader.,"['They', 'were', 'loyal', 'to', 'their', 'leader', '.']",7671.0
7257,"That is very well, but I don't know.","['That', 'is', 'very', 'well', ',', 'but', 'I', 'do', ""n't"", 'know', '.']",7257.0
8192,"Two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.","['Two', ',', 'most', 'other', 'productive', 'operations', 'are', 'easier', 'to', 'study', 'and', 'understand', ',', 'since', 'few', 'firms', 'have', '40,000', 'locations', 'and', 'a', 'large', 'proportion', 'of', 'their', 'workforce', 'working', 'outdoors', '.']",8192.0
11835,Foreign companies had to take Indian money.,"['Foreign', 'companies', 'had', 'to', 'take', 'Indian', 'money', '.']",11835.0
19643,Alexander the Great never spent any time in this city.,"['Alexander', 'the', 'Great', 'never', 'spent', 'any', 'time', 'in', 'this', 'city', '.']",19643.0
7449,There are as many mountains as ten.,"['There', 'are', 'as', 'many', 'mountains', 'as', 'ten', '.']",7449.0
632,"The formal splendor of the grounds testify to the 18th-century desire to tame nature, but it is done with such superlative results that one can only be thankful that the work was undertaken.","['The', 'formal', 'splendor', 'of', 'the', 'grounds', 'testify', 'to', 'the', '18th', '-', 'century', 'desire', 'to', 'tame', 'nature', ',', 'but', 'it', 'is', 'done', 'with', 'such', 'superlative', 'results', 'that', 'one', 'can', 'only', 'be', 'thankful', 'that', 'the', 'work', 'was', 'undertaken', '.']",632.0
14606,yes i i always turn on the TV set and it seems like i catch that program in the last five minutes and,"['yes', 'i', 'i', 'always', 'turn', 'on', 'the', 'TV', 'set', 'and', 'it', 'seems', 'like', 'i', 'catch', 'that', 'program', 'in', 'the', 'last', 'five', 'minutes', 'and']",14606.0
7367,The bait for Tommy was the draft treaty.,"['The', 'bait', 'for', 'Tommy', 'was', 'the', 'draft', 'treaty', '.']",7367.0
7391,i know exactly what the problem is.,"['i', 'know', 'exactly', 'what', 'the', 'problem', 'is', '.']",7391.0
10807,Britons do not trumpet their poet laureate.,"['Britons', 'do', 'not', 'trumpet', 'their', 'poet', 'laureate', '.']",10807.0
1286,well the channel eight when they came here thirteen fourteen years ago Dave Fox and Tracy Rowlett came together uh from Oklahoma City and apparently channel eight was way down and now they have turned it all around and done a pretty remarkable job and then,"['well', 'the', 'channel', 'eight', 'when', 'they', 'came', 'here', 'thirteen', 'fourteen', 'years', 'ago', 'Dave', 'Fox', 'and', 'Tracy', 'Rowlett', 'came', 'together', 'uh', 'from', 'Oklahoma', 'City', 'and', 'apparently', 'channel', 'eight', 'was', 'way', 'down', 'and', 'now', 'they', 'have', 'turned', 'it', 'all', 'around', 'and', 'done', 'a', 'pretty', 'remarkable', 'job', 'and', 'then']",1286.0
16469,You're originally from Texas?,"['You', ""'re"", 'originally', 'from', 'Texas', '?']",16469.0
5381,Canada benchmarked it.,"['Canada', 'benchmarked', 'it', '.']",5381.0
10290,He reverted to his former point of view.,"['He', 'reverted', 'to', 'his', 'former', 'point', 'of', 'view', '.']",10290.0
16889,The first step to building a more effective government in Texas was the ability to produce fairly stated external financial reports.,"['The', 'first', 'step', 'to', 'building', 'a', 'more', 'effective', 'government', 'in', 'Texas', 'was', 'the', 'ability', 'to', 'produce', 'fairly', 'stated', 'external', 'financial', 'reports', '.']",16889.0
2508,Don Saunders attended from the NLADA.,"['Don', 'Saunders', 'attended', 'from', 'the', 'NLADA', '.']",2508.0
13610,and uh you know once you start up at the top and try to get those dollars on down to the hands that need them you know there's a lot of places the money stops and disappears along the way,"['and', 'uh', 'you', 'know', 'once', 'you', 'start', 'up', 'at', 'the', 'top', 'and', 'try', 'to', 'get', 'those', 'dollars', 'on', 'down', 'to', 'the', 'hands', 'that', 'need', 'them', 'you', 'know', 'there', ""'s"", 'a', 'lot', 'of', 'places', 'the', 'money', 'stops', 'and', 'disappears', 'along', 'the', 'way']",13610.0
17673,The United States currently enjoys high favorability among its European allies who trust it completely.,"['The', 'United', 'States', 'currently', 'enjoys', 'high', 'favorability', 'among', 'its', 'European', 'allies', 'who', 'trust', 'it', 'completely', '.']",17673.0
638,i don't know i i do i can think of all the uh the biblical things about it too where what did they say to uh i can't think of the scripture Render unto Caesar's what is Caesar's so,"['i', 'do', ""n't"", 'know', 'i', 'i', 'do', 'i', 'can', 'think', 'of', 'all', 'the', 'uh', 'the', 'biblical', 'things', 'about', 'it', 'too', 'where', 'what', 'did', 'they', 'say', 'to', 'uh', 'i', 'ca', ""n't"", 'think', 'of', 'the', 'scripture', 'Render', 'unto', 'Caesar', ""'s"", 'what', 'is', 'Caesar', ""'s"", 'so']",638.0
10701,The data exists,"['The', 'data', 'exists']",10701.0
7575,The buffaloes didn't stop to graze for a long time.,"['The', 'buffaloes', 'did', ""n't"", 'stop', 'to', 'graze', 'for', 'a', 'long', 'time', '.']",7575.0
8593,He's not brave enough.,"['He', ""'s"", 'not', 'brave', 'enough', '.']",8593.0
18994,"Improvements in architecture, regaining intimate space and scale and all the rest, won't disguise the ugliness of advertising the local bank, Chevy dealer, and chain retailer as a backdrop for baseball.","['Improvements', 'in', 'architecture', ',', 'regaining', 'intimate', 'space', 'and', 'scale', 'and', 'all', 'the', 'rest', ',', 'wo', ""n't"", 'disguise', 'the', 'ugliness', 'of', 'advertising', 'the', 'local', 'bank', ',', 'Chevy', 'dealer', ',', 'and', 'chain', 'retailer', 'as', 'a', 'backdrop', 'for', 'baseball', '.']",18994.0
10989,They spread out.,"['They', 'spread', 'out', '.']",10989.0
8627,IDAs are only people special people who have great achievements.,"['IDAs', 'are', 'only', 'people', 'special', 'people', 'who', 'have', 'great', 'achievements', '.']",8627.0
14461,"San'doro didn't sound like he was still thinking about that, thought Jon.","[""San'doro"", 'did', ""n't"", 'sound', 'like', 'he', 'was', 'still', 'thinking', 'about', 'that', ',', 'thought', 'Jon', '.']",14461.0
12142,with little back packs of their own and you know things like that,"['with', 'little', 'back', 'packs', 'of', 'their', 'own', 'and', 'you', 'know', 'things', 'like', 'that']",12142.0
14808,He's chosen Meg Ryan.,"['He', ""'s"", 'chosen', 'Meg', 'Ryan', '.']",14808.0
13167,"Goodnight for now, I'll see you tomorrow.","['Goodnight', 'for', 'now', ',', 'I', ""'ll"", 'see', 'you', 'tomorrow', '.']",13167.0
11174,"Indeed, 58 percent of Columbia/HCA's beds lie empty, compared with 35 percent of nonprofit beds.","['Indeed', ',', '58', 'percent', 'of', 'Columbia', '/', 'HCA', ""'s"", 'beds', 'lie', 'empty', ',', 'compared', 'with', '35', 'percent', 'of', 'nonprofit', 'beds', '.']",11174.0
18913,It can entail prospective and retrospective designs for individual case studies for small busineses.,"['It', 'can', 'entail', 'prospective', 'and', 'retrospective', 'designs', 'for', 'individual', 'case', 'studies', 'for', 'small', 'busineses', '.']",18913.0
1873,"37 hectares is equivalent to just over 90 acres, and is the size of the gardens above the Wag Wag River.","['37', 'hectares', 'is', 'equivalent', 'to', 'just', 'over', '90', 'acres', ',', 'and', 'is', 'the', 'size', 'of', 'the', 'gardens', 'above', 'the', 'Wag', 'Wag', 'River', '.']",1873.0
6098,But those that are manufactured for sale in in Europe and so forth are quite the other way around,"['But', 'those', 'that', 'are', 'manufactured', 'for', 'sale', 'in', 'in', 'Europe', 'and', 'so', 'forth', 'are', 'quite', 'the', 'other', 'way', 'around']",6098.0
4375,She's going to step down from the court in the winter of 2002.,"['She', ""'s"", 'going', 'to', 'step', 'down', 'from', 'the', 'court', 'in', 'the', 'winter', 'of', '2002', '.']",4375.0
10943,Organizations didn't care about members' participation.,"['Organizations', 'did', ""n't"", 'care', 'about', 'members', ""'"", 'participation', '.']",10943.0
5750,"Named after the city gentleman and infamous burglar, it is one of the best-known pubs in the city.","['Named', 'after', 'the', 'city', 'gentleman', 'and', 'infamous', 'burglar', ',', 'it', 'is', 'one', 'of', 'the', 'best', '-', 'known', 'pubs', 'in', 'the', 'city', '.']",5750.0
4701,Linda Tripp was not indicted.,"['Linda', 'Tripp', 'was', 'not', 'indicted', '.']",4701.0
3083,The magazine publishes a lot of stories on celebrities.,"['The', 'magazine', 'publishes', 'a', 'lot', 'of', 'stories', 'on', 'celebrities', '.']",3083.0
13750,"Specifically, by defining mission improvement objectives, senior executives determine whether their organization needs a CIO who is a networking/marketing specialist, business change agent, operations specialist, policy/oversight manager, or any combination thereof.","['Specifically', ',', 'by', 'defining', 'mission', 'improvement', 'objectives', ',', 'senior', 'executives', 'determine', 'whether', 'their', 'organization', 'needs', 'a', 'CIO', 'who', 'is', 'a', 'networking', '/', 'marketing', 'specialist', ',', 'business', 'change', 'agent', ',', 'operations', 'specialist', ',', 'policy', '/', 'oversight', 'manager', ',', 'or', 'any', 'combination', 'thereof', '.']",13750.0
2434,"Since the rules were issued as interim rules and not as general notices of proposed rulemaking, they are not subject to the Unfunded Mandates Reform Act of 1995.","['Since', 'the', 'rules', 'were', 'issued', 'as', 'interim', 'rules', 'and', 'not', 'as', 'general', 'notices', 'of', 'proposed', 'rulemaking', ',', 'they', 'are', 'not', 'subject', 'to', 'the', 'Unfunded', 'Mandates', 'Reform', 'Act', 'of', '1995', '.']",2434.0
19722,"It's conceivable that some of these allegations are true, and there's no harm in checking them out, as long as the decedent's family agrees to participate.","['It', ""'s"", 'conceivable', 'that', 'some', 'of', 'these', 'allegations', 'are', 'true', ',', 'and', 'there', ""'s"", 'no', 'harm', 'in', 'checking', 'them', 'out', ',', 'as', 'long', 'as', 'the', 'decedent', ""'s"", 'family', 'agrees', 'to', 'participate', '.']",19722.0
7882,"67 through .67d, provide a mechanism for limiting the issues on which a trial-type hearing is required; allow the Postal Service to explain the unavailability of data that would otherwise have to be filed; and provide for data collection for the duration of the experiment.","['67', 'through', '.67d', ',', 'provide', 'a', 'mechanism', 'for', 'limiting', 'the', 'issues', 'on', 'which', 'a', 'trial', '-', 'type', 'hearing', 'is', 'required', ';', 'allow', 'the', 'Postal', 'Service', 'to', 'explain', 'the', 'unavailability', 'of', 'data', 'that', 'would', 'otherwise', 'have', 'to', 'be', 'filed', ';', 'and', 'provide', 'for', 'data', 'collection', 'for', 'the', 'duration', 'of', 'the', 'experiment', '.']",7882.0
7814,Weicker has yet to declare his intentions.,"['Weicker', 'has', 'yet', 'to', 'declare', 'his', 'intentions', '.']",7814.0
2824,He reported masterfully on the '72 campaign and the Hell's Angels.,"['He', 'reported', 'masterfully', 'on', 'the', ""'"", '72', 'campaign', 'and', 'the', 'Hell', ""'s"", 'Angels', '.']",2824.0
734,'No one in Large would ever try to harm us.,"[""'"", 'No', 'one', 'in', 'Large', 'would', 'ever', 'try', 'to', 'harm', 'us', '.']",734.0
7954,"There are factory showrooms in the Pedder Building, 12 Pedder Street, in Central.","['There', 'are', 'factory', 'showrooms', 'in', 'the', 'Pedder', 'Building', ',', '12', 'Pedder', 'Street', ',', 'in', 'Central', '.']",7954.0
