,Sentences,Corresponding_words,Unnamed: 0.1,Unnamed: 0
9519,but i've lived up here all my life and i'm fifty eight years old so i i could,"[('but', 1), ('i', 4), (""'ve"", 1), ('lived', 1), ('up', 1), ('here', 1), ('all', 1), ('my', 1), ('life', 1), ('and', 1), (""'m"", 1), ('fifty', 1), ('eight', 1), ('years', 1), ('old', 1), ('so', 1), ('could', 1)]",9350.0,9350.0
10617,They encourage the view that there's nothing--from Iraqi germ weapons programs to Serbian atrocities--that a few invisible planes can't fix.,"[('They', 1), ('encourage', 1), ('the', 1), ('view', 1), ('that', 2), ('there', 1), (""'s"", 1), ('nothing', 1), ('--', 2), ('from', 1), ('Iraqi', 1), ('germ', 1), ('weapons', 1), ('programs', 1), ('to', 1), ('Serbian', 1), ('atrocities', 1), ('a', 1), ('few', 1), ('invisible', 1), ('planes', 1), ('ca', 1), (""n't"", 1), ('fix', 1), ('.', 1)]",6972.0,6972.0
10295,"Maybe in that sense, the behavior of the Pippens and Iversons of the world is defensible.","[('Maybe', 1), ('in', 1), ('that', 1), ('sense', 1), (',', 1), ('the', 3), ('behavior', 1), ('of', 2), ('Pippens', 1), ('and', 1), ('Iversons', 1), ('world', 1), ('is', 1), ('defensible', 1), ('.', 1)]",7874.0,7874.0
13609,None of the musicians I like are recent.,"[('None', 1), ('of', 1), ('the', 1), ('musicians', 1), ('I', 1), ('like', 1), ('are', 1), ('recent', 1), ('.', 1)]",18679.0,18679.0
2386,"This tax preference allows state and local governments to borrow at lower rates to build highways, schools, mass transit facilities, and water systems.","[('This', 1), ('tax', 1), ('preference', 1), ('allows', 1), ('state', 1), ('and', 2), ('local', 1), ('governments', 1), ('to', 2), ('borrow', 1), ('at', 1), ('lower', 1), ('rates', 1), ('build', 1), ('highways', 1), (',', 3), ('schools', 1), ('mass', 1), ('transit', 1), ('facilities', 1), ('water', 1), ('systems', 1), ('.', 1)]",6550.0,6550.0
3954,it was really a nice compromise especially because she felt like she was still living in her own house and she still had her own couch and her own bed and it it really helped a lot and she was a lot more comfortable and she didn't,"[('it', 3), ('was', 3), ('really', 2), ('a', 3), ('nice', 1), ('compromise', 1), ('especially', 1), ('because', 1), ('she', 5), ('felt', 1), ('like', 1), ('still', 2), ('living', 1), ('in', 1), ('her', 3), ('own', 3), ('house', 1), ('and', 5), ('had', 1), ('couch', 1), ('bed', 1), ('helped', 1), ('lot', 2), ('more', 1), ('comfortable', 1), ('did', 1), (""n't"", 1)]",17306.0,17306.0
8968,"Search out the House of Dionysos and the House of the Trident with their simple floor patterns, and the House of Dolphins and the House of Masks for more elaborate examples, including Dionysos riding a panther, on the floor of the House of Masks.","[('Search', 1), ('out', 1), ('the', 7), ('House', 5), ('of', 6), ('Dionysos', 2), ('and', 3), ('Trident', 1), ('with', 1), ('their', 1), ('simple', 1), ('floor', 2), ('patterns', 1), (',', 3), ('Dolphins', 1), ('Masks', 2), ('for', 1), ('more', 1), ('elaborate', 1), ('examples', 1), ('including', 1), ('riding', 1), ('a', 1), ('panther', 1), ('on', 1), ('.', 1)]",16778.0,16778.0
1042,I try to keep up with the program but since I left the Peace Corps I just do not have the time.,"[('I', 3), ('try', 1), ('to', 1), ('keep', 1), ('up', 1), ('with', 1), ('the', 3), ('program', 1), ('but', 1), ('since', 1), ('left', 1), ('Peace', 1), ('Corps', 1), ('just', 1), ('do', 1), ('not', 1), ('have', 1), ('time', 1), ('.', 1)]",7199.0,7199.0
10528,We've never had a visit from someone from the government.,"[('We', 1), (""'ve"", 1), ('never', 1), ('had', 1), ('a', 1), ('visit', 1), ('from', 2), ('someone', 1), ('the', 1), ('government', 1), ('.', 1)]",6087.0,6087.0
11386,"For himself he chose Father of the Turks, or Ataturk.","[('For', 1), ('himself', 1), ('he', 1), ('chose', 1), ('Father', 1), ('of', 1), ('the', 1), ('Turks', 1), (',', 1), ('or', 1), ('Ataturk', 1), ('.', 1)]",16127.0,16127.0
13173,The Marshall Plan was not concocted until 1918.,"[('The', 1), ('Marshall', 1), ('Plan', 1), ('was', 1), ('not', 1), ('concocted', 1), ('until', 1), ('1918', 1), ('.', 1)]",2999.0,2999.0
10175,'These are human lives.,"[(""'"", 1), ('These', 1), ('are', 1), ('human', 1), ('lives', 1), ('.', 1)]",6742.0,6742.0
12364,I am a fit person with 1.4% body fat.,"[('I', 1), ('am', 1), ('a', 1), ('fit', 1), ('person', 1), ('with', 1), ('1.4', 1), ('%', 1), ('body', 1), ('fat', 1), ('.', 1)]",1743.0,1743.0
4077,His authoritarian rule has prevented the emergence of future leaders and the development of strong civic and political institutions.,"[('His', 1), ('authoritarian', 1), ('rule', 1), ('has', 1), ('prevented', 1), ('the', 2), ('emergence', 1), ('of', 2), ('future', 1), ('leaders', 1), ('and', 2), ('development', 1), ('strong', 1), ('civic', 1), ('political', 1), ('institutions', 1), ('.', 1)]",18404.0,18404.0
8081,The mailer has the ability to hire a trucking firm.,"[('The', 1), ('mailer', 1), ('has', 1), ('the', 1), ('ability', 1), ('to', 1), ('hire', 1), ('a', 1), ('trucking', 1), ('firm', 1), ('.', 1)]",13831.0,13831.0
9703,wow who can afford that  my God i can't afford to miss a day let alone six,"[('wow', 1), ('who', 1), ('can', 1), ('afford', 2), ('that', 1), (' ', 1), ('my', 1), ('God', 1), ('i', 1), ('ca', 1), (""n't"", 1), ('to', 1), ('miss', 1), ('a', 1), ('day', 1), ('let', 1), ('alone', 1), ('six', 1)]",8876.0,8876.0
4715,Companies that were foreign had to accept Indian financial participation and management.,"[('Companies', 1), ('that', 1), ('were', 1), ('foreign', 1), ('had', 1), ('to', 1), ('accept', 1), ('Indian', 1), ('financial', 1), ('participation', 1), ('and', 1), ('management', 1), ('.', 1)]",558.0,558.0
10357,"Indeed, said San'doro.","[('Indeed', 1), (',', 1), ('said', 1), (""San'doro"", 1), ('.', 1)]",8336.0,8336.0
9435,I didn't much.,"[('I', 1), ('did', 1), (""n't"", 1), ('much', 1), ('.', 1)]",1283.0,1283.0
12923,"For example, a case study of the effectiveness of a job training program might need to take into account general economic trends, such as unemployment rates in the community.","[('For', 1), ('example', 1), (',', 2), ('a', 2), ('case', 1), ('study', 1), ('of', 2), ('the', 2), ('effectiveness', 1), ('job', 1), ('training', 1), ('program', 1), ('might', 1), ('need', 1), ('to', 1), ('take', 1), ('into', 1), ('account', 1), ('general', 1), ('economic', 1), ('trends', 1), ('such', 1), ('as', 1), ('unemployment', 1), ('rates', 1), ('in', 1), ('community', 1), ('.', 1)]",3354.0,3354.0
10943,'Upload him into his body? What body?',"[(""'"", 2), ('Upload', 1), ('him', 1), ('into', 1), ('his', 1), ('body', 2), ('?', 2), ('What', 1)]",12088.0,12088.0
9401,The men didn't appreciate the figure of the blonde woman sitting at the bar.,"[('The', 1), ('men', 1), ('did', 1), (""n't"", 1), ('appreciate', 1), ('the', 3), ('figure', 1), ('of', 1), ('blonde', 1), ('woman', 1), ('sitting', 1), ('at', 1), ('bar', 1), ('.', 1)]",3943.0,3943.0
3963,The analysis done by the Commission uses quantifiable and general descriptions of how the rule affects small entities.,"[('The', 1), ('analysis', 1), ('done', 1), ('by', 1), ('the', 2), ('Commission', 1), ('uses', 1), ('quantifiable', 1), ('and', 1), ('general', 1), ('descriptions', 1), ('of', 1), ('how', 1), ('rule', 1), ('affects', 1), ('small', 1), ('entities', 1), ('.', 1)]",11505.0,11505.0
8019,Ricky Martin is in gay porn.,"[('Ricky', 1), ('Martin', 1), ('is', 1), ('in', 1), ('gay', 1), ('porn', 1), ('.', 1)]",7459.0,7459.0
1837,Chinese leaders have characteristics that give them an advantage over the US where foreign policy is concerned.,"[('Chinese', 1), ('leaders', 1), ('have', 1), ('characteristics', 1), ('that', 1), ('give', 1), ('them', 1), ('an', 1), ('advantage', 1), ('over', 1), ('the', 1), ('US', 1), ('where', 1), ('foreign', 1), ('policy', 1), ('is', 1), ('concerned', 1), ('.', 1)]",6499.0,6499.0
5015,Couples with children are constantly looking for ways to make more money.,"[('Couples', 1), ('with', 1), ('children', 1), ('are', 1), ('constantly', 1), ('looking', 1), ('for', 1), ('ways', 1), ('to', 1), ('make', 1), ('more', 1), ('money', 1), ('.', 1)]",2551.0,2551.0
1327,"This was the site of the Bateau-Lavoir studio, an unprepossessing glass-roofed loft reconstructed since a 1970 fire.","[('This', 1), ('was', 1), ('the', 2), ('site', 1), ('of', 1), ('Bateau', 1), ('-', 2), ('Lavoir', 1), ('studio', 1), (',', 1), ('an', 1), ('unprepossessing', 1), ('glass', 1), ('roofed', 1), ('loft', 1), ('reconstructed', 1), ('since', 1), ('a', 1), ('1970', 1), ('fire', 1), ('.', 1)]",12092.0,12092.0
2270,Successful tin mines were owned by the Malay but administrated by the Chinese.,"[('Successful', 1), ('tin', 1), ('mines', 1), ('were', 1), ('owned', 1), ('by', 2), ('the', 2), ('Malay', 1), ('but', 1), ('administrated', 1), ('Chinese', 1), ('.', 1)]",5053.0,5053.0
12230,"By coordinating policy development and awareness activities in this manner, she helps ensure that new risks and policies are communicated promptly and that employees are periodically reminded of existing policies through means such as monthly bulletins, an intranet web site, and presentations to new employees.","[('By', 1), ('coordinating', 1), ('policy', 1), ('development', 1), ('and', 4), ('awareness', 1), ('activities', 1), ('in', 1), ('this', 1), ('manner', 1), (',', 3), ('she', 1), ('helps', 1), ('ensure', 1), ('that', 2), ('new', 2), ('risks', 1), ('policies', 2), ('are', 2), ('communicated', 1), ('promptly', 1), ('employees', 2), ('periodically', 1), ('reminded', 1), ('of', 1), ('existing', 1), ('through', 1), ('means', 1), ('such', 1), ('as', 1), ('monthly', 1), ('bulletins', 1), ('an', 1), ('intranet', 1), ('web', 1), ('site', 1), ('presentations', 1), ('to', 1), ('.', 1)]",11784.0,11784.0
12392,it sure will well good to talk to,"[('it', 1), ('sure', 1), ('will', 1), ('well', 1), ('good', 1), ('to', 2), ('talk', 1)]",10466.0,10466.0
1864,The track has become very popular.,"[('The', 1), ('track', 1), ('has', 1), ('become', 1), ('very', 1), ('popular', 1), ('.', 1)]",19681.0,19681.0
1755,I didn't.,"[('I', 1), ('did', 1), (""n't"", 1), ('.', 1)]",9487.0,9487.0
10413,I will not give the report to you or the other officials,"[('I', 1), ('will', 1), ('not', 1), ('give', 1), ('the', 2), ('report', 1), ('to', 1), ('you', 1), ('or', 1), ('other', 1), ('officials', 1)]",5845.0,5845.0
1187,Metal goods.,"[('Metal', 1), ('goods', 1), ('.', 1)]",11121.0,11121.0
1365,It was a large crowd for a party.,"[('It', 1), ('was', 1), ('a', 2), ('large', 1), ('crowd', 1), ('for', 1), ('party', 1), ('.', 1)]",2183.0,2183.0
10182,The Cadets made that under Prince Lvov and it was wildly successful.,"[('The', 1), ('Cadets', 1), ('made', 1), ('that', 1), ('under', 1), ('Prince', 1), ('Lvov', 1), ('and', 1), ('it', 1), ('was', 1), ('wildly', 1), ('successful', 1), ('.', 1)]",13155.0,13155.0
2701,The prey could be kittens themselves.,"[('The', 1), ('prey', 1), ('could', 1), ('be', 1), ('kittens', 1), ('themselves', 1), ('.', 1)]",15887.0,15887.0
4577,Tuppence rose.,"[('Tuppence', 1), ('rose', 1), ('.', 1)]",17630.0,17630.0
9849,Taking the plane will give you more departure timing options than the ferry.,"[('Taking', 1), ('the', 2), ('plane', 1), ('will', 1), ('give', 1), ('you', 1), ('more', 1), ('departure', 1), ('timing', 1), ('options', 1), ('than', 1), ('ferry', 1), ('.', 1)]",1941.0,1941.0
2913,Why blame her because she had been true to her creed?,"[('Why', 1), ('blame', 1), ('her', 2), ('because', 1), ('she', 1), ('had', 1), ('been', 1), ('true', 1), ('to', 1), ('creed', 1), ('?', 1)]",15370.0,15370.0
13352,My appreciation of my satellite dish has increased.,"[('My', 1), ('appreciation', 1), ('of', 1), ('my', 1), ('satellite', 1), ('dish', 1), ('has', 1), ('increased', 1), ('.', 1)]",19465.0,19465.0
4144,"Sitting up at night is always rather jumpy, she confessed.","[('Sitting', 1), ('up', 1), ('at', 1), ('night', 1), ('is', 1), ('always', 1), ('rather', 1), ('jumpy', 1), (',', 1), ('she', 1), ('confessed', 1), ('.', 1)]",18170.0,18170.0
7632,European members of NATO might consider the US's efforts to be less credible.,"[('European', 1), ('members', 1), ('of', 1), ('NATO', 1), ('might', 1), ('consider', 1), ('the', 1), ('US', 1), (""'s"", 1), ('efforts', 1), ('to', 1), ('be', 1), ('less', 1), ('credible', 1), ('.', 1)]",2763.0,2763.0
12444,"The watering and fertilizer, can cost a lot to keep grass alive in the summer months.","[('The', 1), ('watering', 1), ('and', 1), ('fertilizer', 1), (',', 1), ('can', 1), ('cost', 1), ('a', 1), ('lot', 1), ('to', 1), ('keep', 1), ('grass', 1), ('alive', 1), ('in', 1), ('the', 1), ('summer', 1), ('months', 1), ('.', 1)]",5009.0,5009.0
1211,A lot of people consider Eddie to be a bad singer.,"[('A', 1), ('lot', 1), ('of', 1), ('people', 1), ('consider', 1), ('Eddie', 1), ('to', 1), ('be', 1), ('a', 1), ('bad', 1), ('singer', 1), ('.', 1)]",6871.0,6871.0
3836,The new rights are nice enough,"[('The', 1), ('new', 1), ('rights', 1), ('are', 1), ('nice', 1), ('enough', 1)]",2678.0,2678.0
10469,Tommy had a healthy and vigorous appetite.,"[('Tommy', 1), ('had', 1), ('a', 1), ('healthy', 1), ('and', 1), ('vigorous', 1), ('appetite', 1), ('.', 1)]",12204.0,12204.0
11583,yeah well i i started uh studying mathematics basically because i was really good at that in high school,"[('yeah', 1), ('well', 1), ('i', 3), ('started', 1), ('uh', 1), ('studying', 1), ('mathematics', 1), ('basically', 1), ('because', 1), ('was', 1), ('really', 1), ('good', 1), ('at', 1), ('that', 1), ('in', 1), ('high', 1), ('school', 1)]",19958.0,19958.0
468,He should keep it with him.,"[('He', 1), ('should', 1), ('keep', 1), ('it', 1), ('with', 1), ('him', 1), ('.', 1)]",4429.0,4429.0
2325,"Aswan became a backwater following the decline of the Egyptian Empire, far removed from power bases at Alexandria and Cairo.","[('Aswan', 1), ('became', 1), ('a', 1), ('backwater', 1), ('following', 1), ('the', 2), ('decline', 1), ('of', 1), ('Egyptian', 1), ('Empire', 1), (',', 1), ('far', 1), ('removed', 1), ('from', 1), ('power', 1), ('bases', 1), ('at', 1), ('Alexandria', 1), ('and', 1), ('Cairo', 1), ('.', 1)]",4910.0,4910.0
9629,President Clinton wasn't exercising his Constitutional powers when he made the request.,"[('President', 1), ('Clinton', 1), ('was', 1), (""n't"", 1), ('exercising', 1), ('his', 1), ('Constitutional', 1), ('powers', 1), ('when', 1), ('he', 1), ('made', 1), ('the', 1), ('request', 1), ('.', 1)]",2025.0,2025.0
4191,"The central section of Tinos has little of interest, but make your way over the hills to the pretty village of Pyrgos, famed for its school of marble carving.","[('The', 1), ('central', 1), ('section', 1), ('of', 4), ('Tinos', 1), ('has', 1), ('little', 1), ('interest', 1), (',', 2), ('but', 1), ('make', 1), ('your', 1), ('way', 1), ('over', 1), ('the', 2), ('hills', 1), ('to', 1), ('pretty', 1), ('village', 1), ('Pyrgos', 1), ('famed', 1), ('for', 1), ('its', 1), ('school', 1), ('marble', 1), ('carving', 1), ('.', 1)]",9148.0,9148.0
12220,"Kutchins and Kirk cite a particularly amusing example of such  Robert Spitzer, the man in charge of DSM-III , was sitting down with a committee that included his wife, in the process of composing a criteria-set for Masochistic Personality Disorder--a disease that was suggested for, but never made it into, the DSM-III-R (a revised edition).","[('Kutchins', 1), ('and', 1), ('Kirk', 1), ('cite', 1), ('a', 5), ('particularly', 1), ('amusing', 1), ('example', 1), ('of', 3), ('such', 1), (' ', 1), ('Robert', 1), ('Spitzer', 1), (',', 5), ('the', 3), ('man', 1), ('in', 2), ('charge', 1), ('DSM', 2), ('-', 4), ('III', 2), ('was', 2), ('sitting', 1), ('down', 1), ('with', 1), ('committee', 1), ('that', 2), ('included', 1), ('his', 1), ('wife', 1), ('process', 1), ('composing', 1), ('criteria', 1), ('set', 1), ('for', 2), ('Masochistic', 1), ('Personality', 1), ('Disorder', 1), ('--', 1), ('disease', 1), ('suggested', 1), ('but', 1), ('never', 1), ('made', 1), ('it', 1), ('into', 1), ('R', 1), ('(', 1), ('revised', 1), ('edition', 1), (')', 1), ('.', 1)]",4004.0,4004.0
464,you know it's it's not easy to do but,"[('you', 1), ('know', 1), ('it', 2), (""'s"", 2), ('not', 1), ('easy', 1), ('to', 1), ('do', 1), ('but', 1)]",5130.0,5130.0
10057,My fake career was a success.,"[('My', 1), ('fake', 1), ('career', 1), ('was', 1), ('a', 1), ('success', 1), ('.', 1)]",10203.0,10203.0
12726,"[W]omen mocking men by calling into question their masculinity is also classified as sexual harassment, the paper added.","[('[', 1), ('W]omen', 1), ('mocking', 1), ('men', 1), ('by', 1), ('calling', 1), ('into', 1), ('question', 1), ('their', 1), ('masculinity', 1), ('is', 1), ('also', 1), ('classified', 1), ('as', 1), ('sexual', 1), ('harassment', 1), (',', 1), ('the', 1), ('paper', 1), ('added', 1), ('.', 1)]",16516.0,16516.0
276,i don't even know how they figure it really i'm glad i don't work in a store,"[('i', 3), ('do', 2), (""n't"", 2), ('even', 1), ('know', 1), ('how', 1), ('they', 1), ('figure', 1), ('it', 1), ('really', 1), (""'m"", 1), ('glad', 1), ('work', 1), ('in', 1), ('a', 1), ('store', 1)]",16988.0,16988.0
4546,It was between a barista and an unhappy customer,"[('It', 1), ('was', 1), ('between', 1), ('a', 1), ('barista', 1), ('and', 1), ('an', 1), ('unhappy', 1), ('customer', 1)]",16171.0,16171.0
10556,Whittington was finally at ease when Tuppence replied to inquiry.,"[('Whittington', 1), ('was', 1), ('finally', 1), ('at', 1), ('ease', 1), ('when', 1), ('Tuppence', 1), ('replied', 1), ('to', 1), ('inquiry', 1), ('.', 1)]",8829.0,8829.0
4670,The report details federal physical property,"[('The', 1), ('report', 1), ('details', 1), ('federal', 1), ('physical', 1), ('property', 1)]",995.0,995.0
12850,There was a lot of trouble regarding the mold that was created due to the water.,"[('There', 1), ('was', 2), ('a', 1), ('lot', 1), ('of', 1), ('trouble', 1), ('regarding', 1), ('the', 2), ('mold', 1), ('that', 1), ('created', 1), ('due', 1), ('to', 1), ('water', 1), ('.', 1)]",9159.0,9159.0
8694,The Japanese had twenty thousand soldiers occupying Hong Kong.,"[('The', 1), ('Japanese', 1), ('had', 1), ('twenty', 1), ('thousand', 1), ('soldiers', 1), ('occupying', 1), ('Hong', 1), ('Kong', 1), ('.', 1)]",10695.0,10695.0
7684,"The story also made the front page of the New York Times and the Financial Times of London, which said that more than 10,000 members of a mystic cult called Fa Lun Gong caused acute embarrassment to security forces by virtually surrounding the compound where China's leaders work.","[('The', 1), ('story', 1), ('also', 1), ('made', 1), ('the', 4), ('front', 1), ('page', 1), ('of', 3), ('New', 1), ('York', 1), ('Times', 2), ('and', 1), ('Financial', 1), ('London', 1), (',', 1), ('which', 1), ('said', 1), ('that', 1), ('more', 1), ('than', 1), ('10,000', 1), ('members', 1), ('a', 1), ('mystic', 1), ('cult', 1), ('called', 1), ('Fa', 1), ('Lun', 1), ('Gong', 1), ('caused', 1), ('acute', 1), ('embarrassment', 1), ('to', 1), ('security', 1), ('forces', 1), ('by', 1), ('virtually', 1), ('surrounding', 1), ('compound', 1), ('where', 1), ('China', 1), (""'s"", 1), ('leaders', 1), ('work', 1), ('.', 1)]",8156.0,8156.0
6666,The container is empty and on the buffet.,"[('The', 1), ('container', 1), ('is', 1), ('empty', 1), ('and', 1), ('on', 1), ('the', 1), ('buffet', 1), ('.', 1)]",15541.0,15541.0
13905,but like they always say you know got a good profit sharing plan just no profit,"[('but', 1), ('like', 1), ('they', 1), ('always', 1), ('say', 1), ('you', 1), ('know', 1), ('got', 1), ('a', 1), ('good', 1), ('profit', 2), ('sharing', 1), ('plan', 1), ('just', 1), ('no', 1)]",13142.0,13142.0
7648,She is probably in shock now that she has her memory back.,"[('She', 1), ('is', 1), ('probably', 1), ('in', 1), ('shock', 1), ('now', 1), ('that', 1), ('she', 1), ('has', 1), ('her', 1), ('memory', 1), ('back', 1), ('.', 1)]",5901.0,5901.0
7220,the only problem is it's not large enough it only holds about i think they squeezed when Ryan struck out his five thousandth player they they squeezed about forty thousand people in there,"[('the', 1), ('only', 2), ('problem', 1), ('is', 1), ('it', 2), (""'s"", 1), ('not', 1), ('large', 1), ('enough', 1), ('holds', 1), ('about', 2), ('i', 1), ('think', 1), ('they', 3), ('squeezed', 2), ('when', 1), ('Ryan', 1), ('struck', 1), ('out', 1), ('his', 1), ('five', 1), ('thousandth', 1), ('player', 1), ('forty', 1), ('thousand', 1), ('people', 1), ('in', 1), ('there', 1)]",18246.0,18246.0
6271,"No, that stays pretty low overall.","[('No', 1), (',', 1), ('that', 1), ('stays', 1), ('pretty', 1), ('low', 1), ('overall', 1), ('.', 1)]",14059.0,14059.0
1326,The backwater has been forgotten because it is surrounded by debris.,"[('The', 1), ('backwater', 1), ('has', 1), ('been', 1), ('forgotten', 1), ('because', 1), ('it', 1), ('is', 1), ('surrounded', 1), ('by', 1), ('debris', 1), ('.', 1)]",14361.0,14361.0
2016,it may be arrogant but i mean let them come to us,"[('it', 1), ('may', 1), ('be', 1), ('arrogant', 1), ('but', 1), ('i', 1), ('mean', 1), ('let', 1), ('them', 1), ('come', 1), ('to', 1), ('us', 1)]",7424.0,7424.0
4949,I agree with the fact that he did not have a cast that was as supportive as Montana's.,"[('I', 1), ('agree', 1), ('with', 1), ('the', 1), ('fact', 1), ('that', 2), ('he', 1), ('did', 1), ('not', 1), ('have', 1), ('a', 1), ('cast', 1), ('was', 1), ('as', 2), ('supportive', 1), ('Montana', 1), (""'s"", 1), ('.', 1)]",12365.0,12365.0
13019,"It displays some superb marble sculptures of the second century a.d. , most notably a Venus and the Emperor Hadrian and his wife Sabina.","[('It', 1), ('displays', 1), ('some', 1), ('superb', 1), ('marble', 1), ('sculptures', 1), ('of', 1), ('the', 2), ('second', 1), ('century', 1), ('a.d', 1), ('.', 2), (',', 1), ('most', 1), ('notably', 1), ('a', 1), ('Venus', 1), ('and', 2), ('Emperor', 1), ('Hadrian', 1), ('his', 1), ('wife', 1), ('Sabina', 1)]",13234.0,13234.0
1360,"The Journal asked ""Is any publicity good publicity?"" then went on to explain why it wasn't.","[('The', 1), ('Journal', 1), ('asked', 1), ('""', 2), ('Is', 1), ('any', 1), ('publicity', 2), ('good', 1), ('?', 1), ('then', 1), ('went', 1), ('on', 1), ('to', 1), ('explain', 1), ('why', 1), ('it', 1), ('was', 1), (""n't"", 1), ('.', 1)]",3549.0,3549.0
2527,"Straightened out for a bit, Humayun came back in 1555 with his army to recapture the provinces, but was stopped by an opium addiction and a band of rogues.","[('Straightened', 1), ('out', 1), ('for', 1), ('a', 2), ('bit', 1), (',', 2), ('Humayun', 1), ('came', 1), ('back', 1), ('in', 1), ('1555', 1), ('with', 1), ('his', 1), ('army', 1), ('to', 1), ('recapture', 1), ('the', 1), ('provinces', 1), ('but', 1), ('was', 1), ('stopped', 1), ('by', 1), ('an', 1), ('opium', 1), ('addiction', 1), ('and', 1), ('band', 1), ('of', 1), ('rogues', 1), ('.', 1)]",3357.0,3357.0
197,"However, co-requesters cannot approve additional co-requesters or restrict the timing of the release of the product after it is issued.","[('However', 1), (',', 1), ('co', 2), ('-', 2), ('requesters', 2), ('can', 1), ('not', 1), ('approve', 1), ('additional', 1), ('or', 1), ('restrict', 1), ('the', 3), ('timing', 1), ('of', 2), ('release', 1), ('product', 1), ('after', 1), ('it', 1), ('is', 1), ('issued', 1), ('.', 1)]",18706.0,18706.0
6881,An article explains that Al Gore enlisted for the Vietnam War out of fealty to his father and distaste for draft  Gore deplored the inequity of the rich not having to serve.,"[('An', 1), ('article', 1), ('explains', 1), ('that', 1), ('Al', 1), ('Gore', 2), ('enlisted', 1), ('for', 2), ('the', 3), ('Vietnam', 1), ('War', 1), ('out', 1), ('of', 2), ('fealty', 1), ('to', 2), ('his', 1), ('father', 1), ('and', 1), ('distaste', 1), ('draft', 1), (' ', 1), ('deplored', 1), ('inequity', 1), ('rich', 1), ('not', 1), ('having', 1), ('serve', 1), ('.', 1)]",5524.0,5524.0
11236,oh i believe that uh mine would say the same uh but uh i seem too rely on them too much,"[('oh', 1), ('i', 2), ('believe', 1), ('that', 1), ('uh', 3), ('mine', 1), ('would', 1), ('say', 1), ('the', 1), ('same', 1), ('but', 1), ('seem', 1), ('too', 2), ('rely', 1), ('on', 1), ('them', 1), ('much', 1)]",14388.0,14388.0
10443,Tuppence was not immediately recognized by him.,"[('Tuppence', 1), ('was', 1), ('not', 1), ('immediately', 1), ('recognized', 1), ('by', 1), ('him', 1), ('.', 1)]",3049.0,3049.0
4764,A Zen temple rock garden is a a place for lots of people to gather and celebrate.,"[('A', 1), ('Zen', 1), ('temple', 1), ('rock', 1), ('garden', 1), ('is', 1), ('a', 2), ('place', 1), ('for', 1), ('lots', 1), ('of', 1), ('people', 1), ('to', 1), ('gather', 1), ('and', 1), ('celebrate', 1), ('.', 1)]",6131.0,6131.0
6351,An entrance conference is held with specialized agencies.,"[('An', 1), ('entrance', 1), ('conference', 1), ('is', 1), ('held', 1), ('with', 1), ('specialized', 1), ('agencies', 1), ('.', 1)]",1403.0,1403.0
1901,"Well, we will come in and interview the brave Dorcas."" Dorcas was standing in the boudoir, her hands folded in front of her, and her grey hair rose in stiff waves under her white cap.","[('Well', 1), (',', 3), ('we', 1), ('will', 1), ('come', 1), ('in', 4), ('and', 2), ('interview', 1), ('the', 2), ('brave', 1), ('Dorcas', 2), ('.', 2), ('""', 1), ('was', 1), ('standing', 1), ('boudoir', 1), ('her', 4), ('hands', 1), ('folded', 1), ('front', 1), ('of', 1), ('grey', 1), ('hair', 1), ('rose', 1), ('stiff', 1), ('waves', 1), ('under', 1), ('white', 1), ('cap', 1)]",12944.0,12944.0
10426,"The inquiry expanded very quickly, however, from asking what technology failed to an examination of contextual influences, such as","[('The', 1), ('inquiry', 1), ('expanded', 1), ('very', 1), ('quickly', 1), (',', 3), ('however', 1), ('from', 1), ('asking', 1), ('what', 1), ('technology', 1), ('failed', 1), ('to', 1), ('an', 1), ('examination', 1), ('of', 1), ('contextual', 1), ('influences', 1), ('such', 1), ('as', 1)]",3540.0,3540.0
5868,"A document was published about the FDA's jurisdiction over cigarettes and 100,000 comments were collected.","[('A', 1), ('document', 1), ('was', 1), ('published', 1), ('about', 1), ('the', 1), ('FDA', 1), (""'s"", 1), ('jurisdiction', 1), ('over', 1), ('cigarettes', 1), ('and', 1), ('100,000', 1), ('comments', 1), ('were', 1), ('collected', 1), ('.', 1)]",6661.0,6661.0
4756,Some actions were implemented for being shorter than 12 months.,"[('Some', 1), ('actions', 1), ('were', 1), ('implemented', 1), ('for', 1), ('being', 1), ('shorter', 1), ('than', 1), ('12', 1), ('months', 1), ('.', 1)]",2471.0,2471.0
9678,The model temple complex is at the east end.,"[('The', 1), ('model', 1), ('temple', 1), ('complex', 1), ('is', 1), ('at', 1), ('the', 1), ('east', 1), ('end', 1), ('.', 1)]",4147.0,4147.0
8072,Persians and Lydians did not exist.,"[('Persians', 1), ('and', 1), ('Lydians', 1), ('did', 1), ('not', 1), ('exist', 1), ('.', 1)]",15451.0,15451.0
4992,"The tomb guardian will unlock the gate to the tunnel and give you a candle to explore the small circular catacomb, but for what little you can see, it is hardly worth the effort.","[('The', 1), ('tomb', 1), ('guardian', 1), ('will', 1), ('unlock', 1), ('the', 4), ('gate', 1), ('to', 2), ('tunnel', 1), ('and', 1), ('give', 1), ('you', 2), ('a', 1), ('candle', 1), ('explore', 1), ('small', 1), ('circular', 1), ('catacomb', 1), (',', 2), ('but', 1), ('for', 1), ('what', 1), ('little', 1), ('can', 1), ('see', 1), ('it', 1), ('is', 1), ('hardly', 1), ('worth', 1), ('effort', 1), ('.', 1)]",14878.0,14878.0
